Education	Marital_Status	Income	NumDealsPurchases	NumWebPurchases	NumCatalogPurchases	NumStorePurchases	NumWebVisitsMonth	Complain	Age	Young	Income_Group	Age_Group	TotalPurchases	WebToStoreRatio
4	1	55250.0	4	7	5	10	5	0	59	1.0	3	3	17	0.6363636363636364
3	1	33249.0	2	2	1	3	6	0	49	1.0	2	2	5	0.5
3	3	58398.0	3	5	4	8	4	0	71	0.0	3	3	13	0.5555555555555556
3	3	50272.0	3	4	1	5	7	0	42	1.0	3	2	9	0.6666666666666666
5	2	76618.0	1	3	2	5	1	0	49	0.0	4	2	8	0.5
2	4	87305.0	1	5	3	8	2	0	64	0.0	5	3	13	0.5555555555555556
3	3	25851.0	2	2	0	3	7	0	46	1.0	2	2	5	0.5
3	4	58710.0	6	11	5	9	6	0	54	1.0	3	2	20	1.1
3	1	45160.0	1	1	0	2	7	0	66	2.0	3	3	3	0.3333333333333333
4	2	74806.0	2	5	4	5	4	0	59	1.0	4	3	10	0.8333333333333334
3	2	59111.0	1	11	1	8	7	0	70	0.0	3	3	19	1.2222222222222223
5	2	18988.0	2	1	0	3	7	0	40	1.0	1	2	4	0.25
3	2	72190.0	1	5	6	4	3	0	59	0.0	4	3	9	1.0
3	2	7500.0	5	4	1	2	9	0	48	1.0	1	2	6	1.3333333333333333
3	2	44794.0	1	2	0	3	6	0	58	1.0	3	3	5	0.5
3	2	80395.0	1	6	5	12	2	0	69	0.0	5	3	18	0.46153846153846156
4	4	75012.0	1	3	8	11	1	0	48	0.0	4	2	14	0.25
4	2	56962.0	7	6	3	5	7	0	59	3.0	3	3	11	1.0
3	3	89891.0	1	11	6	8	4	0	33	0.0	5	2	19	1.2222222222222223
5	4	35946.0	1	0	0	3	5	0	75	2.0	2	3	3	0.0
5	3	53593.0	8	7	2	6	8	0	71	2.0	3	3	13	1.0
3	2	66373.0	7	4	2	10	3	0	46	2.0	4	2	14	0.36363636363636365
5	4	45072.0	5	6	1	4	8	0	76	3.0	3	3	10	1.2
3	4	89694.0	3	4	3	4	5	0	51	2.0	5	2	8	0.8
3	2	72025.0	1	4	8	13	2	0	75	0.0	4	3	17	0.2857142857142857
3	2	67432.0	2	8	5	4	4	0	51	1.0	4	2	12	1.6
4	3	70545.0	1	4	1	7	2	0	72	1.0	4	3	11	0.5
1	2	17487.0	1	1	0	2	7	0	35	1.0	1	2	3	0.3333333333333333
3	3	62882.0	2	7	5	6	4	0	55	1.0	4	3	13	1.0
5	1	64108.0	4	6	9	11	5	0	71	1.0	4	3	17	0.5
4	3	34941.0	2	3	0	3	8	0	68	2.0	2	3	6	0.75
5	1	48767.0	3	2	1	3	5	0	74	3.0	3	3	5	0.5
2	3	38702.0	2	3	0	4	6	0	46	1.0	2	2	7	0.6
3	2	82224.0	1	6	9	5	3	0	60	0.0	5	3	11	1.0
3	3	83844.0	1	4	4	11	1	0	72	0.0	5	3	15	0.3333333333333333
2	2	17003.0	3	2	0	4	5	0	49	1.0	1	2	6	0.4
3	1	71163.0	1	3	8	12	1	0	29	0.0	4	1	15	0.23076923076923078
3	1	33697.0	1	1	0	2	7	0	54	1.0	2	2	3	0.3333333333333333
2	2	63564.0	1	10	10	7	6	0	70	0.0	4	3	17	1.25
5	3	83443.0	1	6	10	5	2	0	52	0.0	5	2	11	1.0
5	3	51518.0	2	3	2	10	3	0	66	1.0	3	3	13	0.2727272727272727
3	5	58330.0	1	6	4	13	4	0	49	1.0	3	2	19	0.42857142857142855
3	2	80952.0	1	8	5	11	8	0	55	0.0	5	3	19	0.6666666666666666
3	3	75507.0	1	8	6	6	3	0	45	0.0	4	2	14	1.1428571428571428
2	3	63855.0	1	7	3	13	4	0	46	0.0	4	2	20	0.5
5	3	62220.0	5	7	6	5	6	0	52	1.0	4	2	12	1.1666666666666667
3	2	58512.0	5	3	4	8	8	0	60	1.0	3	3	11	0.3333333333333333
4	2	40662.0	2	2	1	3	4	0	45	1.0	3	2	5	0.5
5	2	38829.0	1	3	2	2	5	0	65	1.0	2	3	5	1.0
2	2	35523.0	2	3	0	3	7	0	43	1.0	2	2	6	0.75
3	1	79146.0	2	8	1	8	6	0	57	2.0	4	3	16	0.8888888888888888
4	2	78285.0	1	6	4	10	3	0	36	0.0	4	2	16	0.5454545454545454
5	1	31626.0	1	2	1	2	7	0	46	1.0	2	2	4	0.6666666666666666
3	1	75127.0	1	2	11	5	1	0	72	0.0	4	3	7	0.3333333333333333
3	2	48726.0	3	3	2	4	6	0	69	1.0	3	3	7	0.6
3	2	74985.0	1	3	6	7	2	0	47	0.0	4	2	10	0.375
3	3	67430.0	1	11	5	12	6	0	37	0.0	4	2	23	0.8461538461538461
2	2	46891.0	1	2	1	4	4	0	59	1.0	3	3	6	0.4
4	2	62058.0	4	6	1	7	6	0	68	1.0	4	3	13	0.75
3	2	72063.0	2	5	2	12	2	0	45	1.0	4	2	17	0.38461538461538464
5	2	78939.0	1	8	5	6	3	0	73	0.0	4	3	14	1.1428571428571428
3	1	42720.0	8	7	3	7	8	0	59	2.0	3	3	14	0.875
3	2	33622.0	3	2	0	4	7	0	52	2.0	2	2	6	0.4
5	3	6835.0	0	0	0	1	20	0	67	1.0	1	3	1	0.0
3	3	41452.0	1	1	0	2	7	0	71	2.0	3	3	3	0.3333333333333333
5	1	40760.0	2	2	1	3	6	0	59	1.0	3	3	5	0.5
5	3	74250.0	1	2	11	4	1	0	66	0.0	4	3	6	0.4
4	1	51124.0	2	1	0	3	3	0	69	2.0	3	3	4	0.25
3	1	72258.0	2	6	9	5	2	0	53	1.0	4	2	11	1.0
5	1	71466.0	1	4	4	10	1	0	50	0.0	4	2	14	0.36363636363636365
3	3	36283.0	2	1	0	3	4	0	48	2.0	2	2	4	0.25
3	1	20587.0	1	1	1	2	7	0	54	1.0	2	2	3	0.3333333333333333
3	2	30467.0	1	1	0	2	7	0	52	1.0	2	2	3	0.3333333333333333
3	3	31590.0	1	1	0	3	8	0	52	1.0	2	2	4	0.25
1	2	20425.0	2	2	0	3	7	0	38	1.0	2	2	5	0.5
4	3	17144.0	5	3	0	4	7	0	64	2.0	1	3	7	0.6
5	4	42564.0	6	6	8	4	7	0	56	1.0	3	3	10	1.2
4	2	43783.0	6	7	1	8	7	0	46	1.0	3	2	15	0.7777777777777778
3	4	40780.0	4	7	1	5	9	0	48	1.0	3	2	12	1.1666666666666667
4	3	62847.0	1	3	6	4	2	0	79	0.0	4	3	7	0.6
5	2	82017.0	1	5	4	7	2	0	67	0.0	5	3	12	0.625
3	1	16813.0	1	2	0	3	7	0	74	0.0	1	3	5	0.5
3	2	51267.0	4	3	3	5	4	0	46	2.0	3	2	8	0.5
3	1	46524.0	2	1	1	5	3	0	63	1.0	3	3	6	0.16666666666666666
4	1	45183.0	1	4	1	7	7	0	62	0.0	3	3	11	0.5
5	2	70421.0	3	10	3	7	6	0	70	1.0	4	3	17	1.25
2	4	60161.0	3	11	4	8	8	0	59	1.0	4	3	19	1.2222222222222223
3	3	73926.0	1	6	5	12	3	0	51	0.0	4	2	18	0.46153846153846156
3	2	19329.0	3	4	0	3	8	0	56	1.0	1	3	7	1.0
4	2	61872.0	4	4	4	9	4	0	54	1.0	4	2	13	0.4
3	5	46984.0	1	1	0	3	5	0	68	2.0	3	3	4	0.25
3	2	34838.0	3	2	1	4	6	0	73	2.0	2	3	6	0.4
5	1	82716.0	1	6	8	13	2	0	80	0.0	5	4	19	0.42857142857142855
3	2	48192.0	3	2	8	12	8	0	66	0.0	3	3	14	0.15384615384615385
4	2	49681.0	6	7	1	7	7	0	48	2.0	3	2	14	0.875
4	2	56850.0	1	1	1	3	2	0	53	1.0	3	2	4	0.25
3	2	55267.0	4	3	4	6	3	0	67	1.0	3	3	9	0.42857142857142855
3	2	59666.0	7	3	2	8	8	0	52	2.0	3	2	11	0.3333333333333333
3	1	72504.0	2	5	9	6	2	0	52	1.0	4	2	11	0.7142857142857143
3	2	26872.0	1	1	1	2	6	0	43	0.0	2	2	3	0.3333333333333333
3	1	21359.0	2	2	0	3	8	0	52	1.0	2	2	5	0.5
3	1	73170.0	1	5	4	6	2	0	49	0.0	4	2	11	0.7142857142857143
4	2	52750.0	6	5	7	9	4	0	69	1.0	3	3	14	0.5
5	3	91820.0	0	5	5	12	1	0	38	0.0	5	2	17	0.38461538461538464
5	3	65968.0	2	5	4	7	3	0	54	1.0	4	2	12	0.625
3	2	30772.0	1	1	0	2	6	0	48	2.0	2	2	3	0.3333333333333333
3	1	22507.0	3	10	2	4	9	0	70	0.0	2	3	14	2.0
3	2	65685.0	1	9	2	9	5	0	52	1.0	4	2	18	0.9
2	2	25804.0	2	2	0	3	8	0	46	1.0	2	2	5	0.5
5	1	76412.0	1	5	4	8	3	0	44	0.0	4	2	13	0.5555555555555556
3	2	22063.0	2	2	0	3	7	0	52	1.0	2	2	5	0.5
3	1	57091.0	1	7	3	7	5	0	63	0.0	3	3	14	0.875
3	2	22419.0	1	3	2	2	8	0	61	0.0	2	3	5	1.0
3	3	87771.0	1	5	10	4	6	0	65	1.0	5	3	9	1.0
2	4	78353.0	1	10	2	11	8	0	65	1.0	4	3	21	0.8333333333333334
3	2	93404.0	3	3	4	7	5	0	70	3.0	5	3	10	0.375
3	4	37859.0	2	1	0	3	8	0	62	3.0	2	3	4	0.25
5	5	80995.0	1	8	9	4	4	0	66	1.0	5	3	12	1.6
3	3	16529.0	1	1	0	3	6	0	40	1.0	1	2	4	0.25
5	4	55412.0	1	2	0	3	5	0	48	2.0	3	2	5	0.5
3	1	48789.0	1	6	4	7	6	0	32	0.0	3	2	13	0.75
5	3	56575.0	3	7	3	7	5	0	57	2.0	3	3	14	0.875
2	3	25130.0	2	2	0	3	7	0	44	1.0	2	2	5	0.5
3	2	35441.0	2	1	0	3	8	0	57	2.0	2	3	4	0.25
3	2	71391.0	5	6	5	12	3	0	68	1.0	4	3	18	0.46153846153846156
4	1	49494.0	2	6	1	5	7	0	52	1.0	3	2	11	1.0
3	4	81702.0	1	7	7	12	3	0	44	0.0	5	2	19	0.5384615384615384
2	1	45889.0	1	1	0	3	6	0	44	1.0	3	2	4	0.25
3	1	56628.0	2	7	6	5	5	0	47	1.0	3	2	12	1.1666666666666667
3	3	34026.0	3	2	1	3	5	0	74	2.0	2	3	5	0.5
3	2	40049.0	3	3	2	6	5	0	50	1.0	3	2	9	0.42857142857142855
3	1	34176.0	4	3	0	4	6	0	36	1.0	2	2	7	0.6
3	2	19419.0	4	4	0	3	9	0	43	1.0	1	2	7	1.0
2	2	82504.0	1	3	6	7	1	0	64	0.0	5	3	10	0.375
3	3	81205.0	1	5	6	7	2	0	54	0.0	5	2	12	0.625
2	1	61618.0	2	3	6	8	3	0	33	0.0	4	2	11	0.3333333333333333
4	1	55284.0	3	7	5	8	5	0	68	1.0	3	3	15	0.7777777777777778
3	1	49980.0	2	3	1	5	5	0	61	1.0	3	3	8	0.5
3	2	15072.0	4	3	1	3	5	0	44	2.0	1	2	6	0.75
3	1	49166.0	2	5	3	3	6	0	50	1.0	3	2	8	1.25
5	2	65324.0	3	6	2	9	4	0	70	1.0	4	3	15	0.6
2	2	82347.0	1	7	7	10	3	0	67	0.0	5	3	17	0.6363636363636364
5	3	30843.0	2	1	1	2	5	0	58	2.0	2	3	3	0.3333333333333333
5	2	46374.0	3	7	1	7	8	0	50	1.0	3	2	14	0.875
3	1	60474.0	7	10	2	12	7	0	45	1.0	4	2	22	0.7692307692307693
4	2	38576.0	1	1	0	3	7	0	51	1.0	2	2	4	0.25
3	2	55357.0	3	6	2	11	5	0	39	2.0	3	2	17	0.5
3	3	37758.0	2	1	0	3	8	0	58	2.0	2	3	4	0.25
2	2	85710.0	1	6	9	10	2	0	35	0.0	5	2	16	0.5454545454545454
3	3	23228.0	2	2	0	3	8	0	55	1.0	2	3	5	0.5
4	3	44602.0	6	6	1	4	8	0	55	2.0	3	3	10	1.2
3	2	7500.0	1	0	0	3	6	0	37	0.0	1	2	3	0.0
2	3	38683.0	6	4	1	6	7	0	35	1.0	2	2	10	0.5714285714285714
2	1	49514.0	2	6	1	4	7	0	49	1.0	3	2	10	1.2
5	3	57906.0	3	4	2	8	4	0	51	1.0	3	2	12	0.4444444444444444
4	1	43456.0	3	5	1	8	5	0	58	1.0	3	3	13	0.5555555555555556
4	1	19485.0	1	1	0	2	7	0	38	2.0	1	2	3	0.3333333333333333
3	3	53172.0	3	2	3	8	3	0	46	1.0	3	2	10	0.2222222222222222
3	3	30545.0	2	2	0	3	7	0	45	1.0	2	2	5	0.5
5	3	70123.0	1	5	7	4	3	0	41	0.0	4	2	9	1.0
3	1	62450.0	2	5	5	4	3	0	65	1.0	4	3	9	1.0
3	3	21675.0	3	4	0	3	7	0	48	1.0	2	2	7	1.0
2	1	42395.0	4	3	1	4	7	0	43	2.0	3	2	7	0.6
4	3	61346.0	1	5	7	10	3	0	46	1.0	4	2	15	0.45454545454545453
3	3	80812.0	1	4	8	5	2	0	71	0.0	5	3	9	0.6666666666666666
4	4	42835.0	7	6	6	4	6	0	53	2.0	3	2	10	1.2
3	2	39922.0	2	3	0	4	8	0	41	1.0	2	2	7	0.6
4	1	86424.0	1	6	9	12	1	0	68	0.0	5	3	18	0.46153846153846156
2	3	17117.0	4	3	1	3	9	0	46	1.0	1	2	6	0.75
3	1	24762.0	3	3	1	2	8	0	52	1.0	2	2	5	1.0
3	2	35797.0	2	2	0	3	8	0	49	1.0	2	2	5	0.5
3	4	36627.0	1	0	0	3	5	0	49	2.0	2	2	3	0.0
2	2	51111.0	2	2	0	3	6	0	43	2.0	3	2	5	0.5
5	1	86857.0	1	5	6	10	2	0	52	0.0	5	2	15	0.45454545454545453
5	3	82072.0	1	3	2	13	1	0	54	0.0	5	2	16	0.21428571428571427
5	1	46231.0	4	6	1	4	9	0	71	3.0	3	3	10	1.2
3	2	42243.0	2	2	0	3	7	0	65	2.0	3	3	5	0.5
3	3	51195.0	8	9	2	5	8	0	62	2.0	3	3	14	1.5
4	1	68092.0	2	2	6	10	5	0	46	0.0	4	2	12	0.18181818181818182
3	2	31814.0	2	2	0	3	9	0	51	1.0	2	2	5	0.5
4	5	51390.0	6	5	2	5	5	0	59	2.0	3	3	10	0.8333333333333334
3	2	76630.0	1	3	10	11	1	0	41	0.0	4	2	14	0.25
1	1	26868.0	1	1	0	2	7	0	33	1.0	2	2	3	0.3333333333333333
5	4	48948.0	2	7	10	5	6	0	81	0.0	3	4	12	1.1666666666666667
5	1	55260.0	2	8	10	5	6	0	52	1.0	3	2	13	1.3333333333333333
3	3	64090.0	1	6	9	4	5	0	68	1.0	4	3	10	1.2
3	4	78331.0	2	10	6	7	4	0	66	1.0	4	3	17	1.25
5	2	37087.0	3	4	2	8	6	0	50	1.0	2	2	12	0.4444444444444444
3	4	21846.0	4	4	0	3	8	0	38	1.0	2	2	7	1.0
3	2	81320.0	1	4	3	10	2	0	66	0.0	5	3	14	0.36363636363636365
3	4	54137.0	2	4	1	4	6	0	54	1.0	3	2	8	0.8
3	3	66825.0	1	4	5	6	2	0	57	0.0	4	3	10	0.5714285714285714
3	3	57100.0	1	3	3	6	3	0	51	0.0	3	2	9	0.42857142857142855
3	3	58917.0	5	4	1	6	5	0	55	3.0	3	3	10	0.5714285714285714
3	1	85072.0	1	3	4	10	0	0	47	0.0	5	2	13	0.2727272727272727
3	1	86429.0	0	7	4	7	2	0	63	0.0	5	3	14	0.875
3	5	45684.0	1	1	0	2	7	0	53	1.0	3	2	3	0.3333333333333333
3	3	47889.0	1	2	0	3	5	0	50	1.0	3	2	5	0.5
5	2	45921.0	1	2	1	6	4	0	38	0.0	3	2	8	0.2857142857142857
5	1	78420.0	1	3	10	8	1	0	58	0.0	4	3	11	0.3333333333333333
3	3	75114.0	1	3	10	5	2	0	32	0.0	4	2	8	0.5
5	5	52278.0	6	10	5	10	8	0	61	1.0	3	3	20	0.9090909090909091
4	2	35641.0	2	3	1	4	7	0	52	1.0	2	2	7	0.6
3	1	95529.0	1	7	3	7	3	0	30	0.0	5	2	14	0.875
3	2	62820.0	1	3	4	6	1	0	70	0.0	4	3	9	0.42857142857142855
4	3	73113.0	1	3	4	7	2	0	64	0.0	4	3	10	0.375
5	2	84169.0	1	7	6	6	3	0	42	0.0	5	2	13	1.0
2	1	42607.0	2	3	2	7	3	0	70	1.0	3	3	10	0.375
5	1	74637.0	1	6	9	9	3	0	70	0.0	4	3	15	0.6
5	3	46015.0	1	1	0	3	7	0	69	2.0	3	3	4	0.25
3	1	72354.0	1	2	10	6	1	0	31	0.0	4	2	8	0.2857142857142857
4	1	39858.0	1	2	0	4	6	0	55	1.0	2	3	6	0.4
5	2	34469.0	3	1	1	4	4	0	76	2.0	2	3	5	0.2
3	3	83033.0	1	11	4	10	5	0	38	1.0	5	2	21	1.0
4	3	24401.0	3	6	1	6	8	0	45	0.0	2	2	12	0.8571428571428571
3	2	77583.0	1	4	5	9	2	0	46	0.0	4	2	13	0.4
2	1	74116.0	1	4	4	10	2	0	42	0.0	4	2	14	0.36363636363636365
3	1	74293.0	1	5	4	6	2	0	31	0.0	4	2	11	0.7142857142857143
5	2	68397.0	1	6	9	5	3	0	48	1.0	4	2	11	1.0
5	3	79632.0	1	6	4	9	2	0	50	0.0	4	2	15	0.6
3	1	46107.0	1	1	1	4	3	0	35	1.0	3	2	5	0.2
5	1	64950.0	2	11	2	10	7	0	73	1.0	4	3	21	1.0
1	2	25443.0	1	1	0	3	8	0	35	1.0	2	2	4	0.25
3	1	75127.0	1	2	11	5	1	0	72	0.0	4	3	7	0.3333333333333333
5	3	32892.0	2	3	0	3	8	0	53	1.0	2	2	6	0.75
3	3	71796.0	1	9	3	4	4	0	53	0.0	4	2	13	1.8
5	2	67536.0	3	11	5	11	8	0	54	1.0	4	2	22	0.9166666666666666
3	1	55239.0	3	7	5	11	5	0	53	1.0	3	2	18	0.5833333333333334
5	4	60554.0	2	8	4	9	6	0	49	1.0	4	2	17	0.8
2	1	64831.0	8	6	3	5	6	0	72	2.0	4	3	11	1.0
5	3	56067.0	2	7	4	7	5	0	62	1.0	3	3	14	0.875
3	4	82025.0	1	3	2	6	1	0	41	0.0	5	2	9	0.42857142857142855
3	3	94384.0	0	5	8	5	2	0	71	0.0	5	3	10	0.8333333333333334
1	1	14906.0	3	2	1	3	7	0	38	0.0	1	2	5	0.5
5	2	51563.0	1	4	4	10	8	0	37	0.0	3	2	14	0.36363636363636365
2	2	57937.0	3	4	4	9	3	0	42	1.0	3	2	13	0.4
3	4	68274.0	2	4	2	5	3	0	45	2.0	4	2	9	0.6666666666666666
3	3	39771.0	1	2	0	3	4	0	47	1.0	2	2	5	0.5
2	4	67893.0	2	3	2	9	8	0	49	1.0	4	2	12	0.3
5	3	27922.0	1	2	0	3	4	0	45	1.0	2	2	5	0.5
5	3	52190.0	3	2	1	3	5	0	48	2.0	3	2	5	0.5
4	4	44051.0	4	3	1	4	6	0	51	2.0	3	2	7	0.6
5	1	42767.0	1	3	1	2	8	0	53	2.0	3	2	5	1.0
4	3	46106.0	1	1	1	2	6	0	48	2.0	3	2	3	0.3333333333333333
5	2	16927.0	5	3	0	4	8	0	48	2.0	1	2	7	0.6
3	2	59754.0	3	5	2	6	5	0	59	1.0	3	3	11	0.7142857142857143
3	1	53700.0	4	5	5	8	5	0	72	1.0	3	3	13	0.5555555555555556
3	2	59041.0	2	2	0	4	5	0	51	2.0	3	2	6	0.4
5	4	54237.0	4	5	2	5	6	0	67	1.0	3	3	10	0.8333333333333334
3	4	70647.0	2	4	7	13	2	0	57	1.0	4	3	17	0.2857142857142857
5	1	52597.0	3	6	3	8	5	0	62	1.0	3	3	14	0.6666666666666666
4	3	41021.0	2	2	0	3	6	0	55	1.0	3	3	5	0.5
5	2	40233.0	5	2	1	5	6	0	49	1.0	3	2	7	0.3333333333333333
3	2	50183.0	7	3	1	6	5	0	44	2.0	3	2	9	0.42857142857142855
3	3	54753.0	3	5	2	11	4	0	65	1.0	3	3	16	0.4166666666666667
3	2	92955.0	1	6	7	9	2	0	51	0.0	5	2	15	0.6
3	2	33471.0	3	3	0	4	7	0	51	1.0	2	2	7	0.6
5	2	34596.0	1	1	0	2	8	0	50	1.0	2	2	3	0.3333333333333333
3	3	44010.0	6	10	2	6	9	0	44	1.0	3	2	16	1.4285714285714286
3	2	84219.0	1	3	4	10	1	0	36	0.0	5	2	13	0.2727272727272727
5	3	40706.0	4	3	0	4	7	0	56	3.0	3	3	7	0.6
2	2	15716.0	3	3	0	4	8	1	36	1.0	1	2	7	0.6
2	4	59052.0	3	7	1	7	5	0	65	1.0	3	3	14	0.875
4	3	80573.0	1	4	6	13	2	0	53	0.0	5	2	17	0.2857142857142857
3	2	83715.0	1	2	8	13	0	0	62	0.0	5	3	15	0.14285714285714285
4	3	82576.0	1	2	4	12	1	0	65	0.0	5	3	14	0.15384615384615385
4	2	56962.0	7	6	3	5	7	0	59	3.0	3	3	11	1.0
3	2	35704.0	3	2	0	4	4	0	72	2.0	2	3	6	0.4
3	3	53103.0	5	10	6	7	7	0	70	1.0	3	3	17	1.25
2	5	46779.0	1	0	1	2	4	0	64	2.0	3	3	2	0.0
3	4	4861.0	0	0	0	0	14	0	59	0.0	1	3	0	0.0
4	4	33462.0	1	2	0	3	7	0	45	1.0	2	2	5	0.5
3	4	63693.0	3	11	6	9	6	0	46	1.0	4	2	20	1.1
3	2	80763.0	1	5	11	6	3	0	74	0.0	5	3	11	0.7142857142857143
5	2	65352.0	2	4	2	8	4	0	50	1.0	4	2	12	0.4444444444444444
5	2	82170.0	1	5	6	7	2	0	46	0.0	5	2	12	0.625
3	2	75759.0	1	9	7	9	5	0	55	0.0	4	3	18	0.9
2	1	79689.0	1	4	9	13	2	0	48	0.0	4	2	17	0.2857142857142857
5	5	35340.0	2	2	0	3	5	0	68	2.0	2	3	5	0.5
3	4	85683.0	1	2	4	10	1	0	70	0.0	5	3	12	0.18181818181818182
2	2	24884.0	1	0	0	3	7	0	52	1.0	2	2	3	0.0
4	3	42021.0	5	10	1	6	9	0	43	1.0	3	2	16	1.4285714285714286
3	1	64449.0	4	5	3	12	4	0	35	1.0	4	2	17	0.38461538461538464
3	4	64587.0	2	1	1	4	3	0	70	2.0	4	3	5	0.2
3	1	34824.0	1	1	0	2	6	0	29	0.0	2	1	3	0.3333333333333333
3	3	75437.0	1	8	4	10	6	0	46	0.0	4	2	18	0.7272727272727273
3	3	26091.0	3	2	1	3	5	0	67	2.0	2	3	5	0.5
3	2	52845.0	3	8	8	6	6	0	51	1.0	3	2	14	1.1428571428571428
3	4	46086.0	4	3	1	8	4	0	68	1.0	3	3	11	0.3333333333333333
5	5	78028.0	1	6	4	9	7	0	68	1.0	4	3	15	0.6
5	1	95169.0	1	4	3	4	1	0	37	0.0	5	2	8	0.8
2	2	56337.0	5	8	5	4	8	0	43	2.0	3	2	12	1.6
3	3	22434.0	2	2	0	3	8	0	37	1.0	2	2	5	0.5
5	2	36930.0	5	5	2	4	8	0	70	1.0	2	3	9	1.0
3	1	36130.0	6	3	8	4	4	0	70	1.0	2	3	7	0.6
4	2	65569.0	2	6	5	10	3	0	71	1.0	4	3	16	0.5454545454545454
3	3	83844.0	1	4	4	11	1	0	72	0.0	5	3	15	0.3333333333333333
3	2	19514.0	4	3	1	2	8	0	56	2.0	1	3	5	1.0
5	1	36736.0	1	1	0	2	6	0	61	2.0	2	3	3	0.3333333333333333
3	3	77568.0	1	10	2	8	5	0	45	1.0	4	2	18	1.1111111111111112
5	3	49187.0	1	1	1	5	2	0	48	1.0	3	2	6	0.16666666666666666
3	1	30168.0	7	6	1	4	9	0	46	1.0	2	2	10	1.2
4	3	34053.0	1	3	0	3	8	0	56	1.0	2	3	6	0.75
4	2	38196.0	3	2	0	4	5	0	53	2.0	2	2	6	0.4
4	2	59412.0	1	4	2	8	3	0	73	0.0	3	3	12	0.4444444444444444
2	2	70924.0	1	6	6	7	3	0	59	0.0	4	3	13	0.75
3	3	54165.0	1	2	1	7	2	0	55	0.0	3	3	9	0.25
3	2	32300.0	1	1	0	3	8	0	51	1.0	2	2	4	0.25
3	1	20180.0	1	2	1	4	7	0	48	0.0	2	2	6	0.4
3	2	34961.0	3	3	1	3	7	0	51	1.0	2	2	6	0.75
5	3	28440.0	1	2	0	3	8	0	50	1.0	2	2	5	0.5
5	3	64504.0	7	11	3	4	7	0	71	3.0	4	3	15	2.2
4	3	33564.0	1	1	1	3	5	0	58	1.0	2	3	4	0.25
3	2	17345.0	2	2	1	2	8	0	46	1.0	1	2	4	0.6666666666666666
5	2	56320.0	3	5	4	9	4	0	57	1.0	3	3	14	0.5
3	1	28647.0	1	2	2	2	7	0	46	1.0	2	2	4	0.6666666666666666
1	1	15038.0	2	2	1	2	9	0	37	1.0	1	2	4	0.6666666666666666
5	4	32173.0	1	1	0	3	4	0	66	1.0	2	3	4	0.25
2	3	68316.0	5	10	7	10	6	0	60	1.0	4	3	20	0.9090909090909091
3	3	74538.0	1	8	8	5	3	0	53	0.0	4	2	13	1.3333333333333333
3	1	91700.0	1	8	6	5	3	0	53	0.0	5	2	13	1.3333333333333333
3	3	68695.0	1	4	4	7	2	0	55	0.0	4	3	11	0.5
2	2	31056.0	1	1	0	3	8	0	47	1.0	2	2	4	0.25
3	2	79593.0	1	5	6	7	2	0	51	0.0	4	2	12	0.625
3	1	28071.0	2	5	1	5	8	0	44	0.0	2	2	10	0.8333333333333334
5	3	37334.0	4	3	0	4	4	0	66	2.0	2	3	7	0.6
4	1	46423.0	3	2	0	4	7	0	52	2.0	3	2	6	0.4
5	2	37126.0	1	1	2	2	6	0	53	1.0	2	2	3	0.3333333333333333
3	2	47703.0	4	6	3	8	5	0	71	1.0	3	3	14	0.6666666666666666
3	2	61180.0	2	5	5	6	3	0	65	1.0	4	3	11	0.7142857142857143
3	2	38998.0	3	2	0	3	8	1	70	2.0	2	3	5	0.5
3	1	8028.0	15	0	1	0	19	0	33	0.0	1	2	0	0.0
3	3	76081.0	1	4	5	4	2	0	62	0.0	4	3	8	0.8
3	3	34728.0	1	1	1	2	6	0	38	1.0	2	2	3	0.3333333333333333
4	1	33168.0	3	2	1	4	7	0	59	1.0	2	3	6	0.4
4	2	33585.0	1	2	0	4	4	0	58	1.0	2	3	6	0.4
5	2	77037.0	1	7	7	12	3	0	64	1.0	4	3	19	0.5384615384615384
3	3	35196.0	6	6	1	5	8	0	40	1.0	2	2	11	1.0
3	2	44529.0	6	6	2	11	5	0	58	1.0	3	3	17	0.5
2	2	70924.0	1	6	6	7	3	0	59	0.0	4	3	13	0.75
5	3	28764.0	1	1	0	2	8	0	58	2.0	2	3	3	0.3333333333333333
5	2	69098.0	1	7	8	9	5	0	75	0.0	4	3	16	0.7
2	4	25959.0	2	1	2	2	6	0	54	2.0	2	2	3	0.3333333333333333
4	2	27100.0	1	1	0	3	7	0	41	1.0	2	2	4	0.25
3	1	70596.0	1	3	5	12	2	0	39	0.0	4	2	15	0.23076923076923078
3	2	42557.0	4	6	1	4	8	0	50	1.0	3	2	10	1.2
5	2	53312.0	1	5	1	5	7	0	73	0.0	3	3	10	0.8333333333333334
3	1	72228.0	1	6	7	8	3	0	72	0.0	4	3	14	0.6666666666666666
3	3	67605.0	1	2	8	6	1	0	37	0.0	4	2	8	0.2857142857142857
4	2	62845.0	11	3	4	10	8	0	75	2.0	4	3	13	0.2727272727272727
3	3	65196.0	2	7	6	11	5	0	66	2.0	4	3	18	0.5833333333333334
5	1	42000.0	2	5	2	11	5	0	37	0.0	3	2	16	0.4166666666666667
5	4	35860.0	2	1	1	2	5	0	51	2.0	2	2	3	0.3333333333333333
5	2	65526.0	1	4	4	8	2	0	60	1.0	4	3	12	0.4444444444444444
3	2	16860.0	3	1	1	3	7	0	63	2.0	1	3	4	0.25
